experiment,mode,gamma,phase,phase_iteration,t,objective_estimate,reg_objective_estimate,sample_loss,beta_min,beta_max
adaptive gamma,adaptive,0.0001,3,103,175,1.4204424549665697,65.75533365244056,1.8679719786392752,1.690282466235366e-05,5.313774219918285e-05
adaptive gamma,adaptive,0.0001,3,104,176,1.419554763900122,65.75445421764023,1.3105653651176448,1.6900894853980487e-05,5.331557130039549e-05
adaptive gamma,adaptive,0.0001,3,105,177,1.4172318889728313,65.75215336002705,2.0084270894041536,1.6899593468833625e-05,5.4214598950708224e-05
adaptive gamma,adaptive,0.0001,3,106,178,1.416502120507897,65.75143044538201,1.1388209954529644,1.689670562874431e-05,5.4328862722069394e-05
adaptive gamma,adaptive,0.0001,3,107,179,1.4141780406063673,65.74912906606998,1.4030302812450017,1.6896179421624868e-05,5.5169634806998986e-05
adaptive gamma,adaptive,0.0001,3,108,180,1.4120101293173557,65.74698214693503,1.4093457834715446,1.6894631594281864e-05,5.597743511094142e-05
adaptive gamma,adaptive,0.0001,3,109,181,1.409985084167917,65.74497690764358,1.2531620004352098,1.6893358133792325e-05,5.672321177655739e-05
adaptive gamma,adaptive,0.0001,3,110,182,1.4075975672708259,65.7426130578545,0.7221482458715898,1.6892367971479855e-05,5.770477029570989e-05
adaptive gamma,adaptive,0.0001,3,111,183,1.4044236096522273,65.73947176799301,1.9804372726876414,1.6892128125505086e-05,5.8897464790732454e-05
adaptive gamma,adaptive,0.0001,3,112,184,1.4040121594247965,65.73906412906898,1.1926722900396318,1.689078497587332e-05,5.8934702016188584e-05
adaptive gamma,adaptive,0.0001,3,113,185,1.4016385580165076,65.73671447002543,1.2483107133593578,1.6890126156995223e-05,5.9903893376854684e-05
adaptive gamma,adaptive,0.0001,3,114,186,1.3994967260557527,65.7345949130441,1.1697110290995576,1.688951232361169e-05,6.071701208976602e-05
adaptive gamma,adaptive,0.0001,3,115,187,1.3971721444459415,65.73229438106875,1.4194896235985026,1.6888984686260598e-05,6.165341722439441e-05
adaptive gamma,adaptive,0.0001,3,116,188,1.395454366502443,65.73059466157025,1.0919200200368617,1.6888263624043116e-05,6.225272450334912e-05
adaptive gamma,adaptive,0.0001,3,117,189,1.392853565941331,65.72802128394652,1.0031858137424874,1.6887740441550998e-05,6.338673948973128e-05
adaptive gamma,adaptive,0.0001,3,118,190,1.389555949194698,65.724758714989,1.220788865119378,1.6886915149164942e-05,6.509608410318461e-05
adaptive gamma,adaptive,0.0001,3,119,191,1.387122796453478,65.722352094135,0.7340081018106827,1.6886150823609553e-05,6.619371146662198e-05
adaptive gamma,adaptive,0.0001,3,120,192,1.383602298149729,65.71887132381823,0.9033504168044213,1.688582484153842e-05,6.785278094610233e-05
adaptive gamma,adaptive,0.0001,3,121,193,1.3803498882596779,65.71565594176664,1.3320975873901215,1.688535526878369e-05,6.948246973967031e-05
adaptive gamma,adaptive,0.0001,3,122,194,1.3779333969557475,65.71326649585477,1.9115628563846314,1.6884161754958016e-05,7.064048165817148e-05
adaptive gamma,adaptive,0.0001,3,123,195,1.377380461396237,65.71271926700437,1.3699390133460558,1.6882959110734113e-05,7.073949514296275e-05
adaptive gamma,adaptive,0.0001,3,124,196,1.375651037269132,65.71100907488805,1.4564581790459195,1.688248520783295e-05,7.138744712180026e-05
adaptive gamma,adaptive,0.0001,3,125,197,1.3740411880496775,65.70941749044994,1.4570323428454528,1.688185059061797e-05,7.199791499344768e-05
adaptive gamma,adaptive,0.0001,3,126,198,1.3723480579888159,65.70774360052833,2.086634090125207,1.6881114223244e-05,7.267592783572111e-05
adaptive gamma,adaptive,0.0001,3,127,199,1.3717897428297001,65.70719132183719,1.7465521046020467,1.6878139864197386e-05,7.276189614167244e-05
adaptive gamma,adaptive,0.0001,3,128,200,1.3707201691220225,65.70613380528971,1.5951270462359854,1.6876900938687778e-05,7.310138238140394e-05
adaptive gamma,adaptive,0.0001,3,129,201,1.369407101143378,65.70483540520229,0.9953387909775177,1.687609862929445e-05,7.355802988276765e-05
adaptive gamma,adaptive,0.0001,3,130,202,1.3660216576476933,65.70148947474462,1.0213704115753437,1.6875388258092753e-05,7.549709119128055e-05
adaptive gamma,adaptive,0.0001,3,131,203,1.3628184502192346,65.69832475160588,1.5636501724893044,1.6874737568191586e-05,7.730976220512439e-05
adaptive gamma,adaptive,0.0001,3,132,204,1.3609802917496274,65.69650828427201,0.6612831455798656,1.6873201010711544e-05,7.812785971266501e-05
adaptive gamma,adaptive,0.0001,3,133,205,1.3570688358833758,65.69264586356665,1.0495436049558555,1.687289374468416e-05,8.018069448776963e-05
adaptive gamma,adaptive,0.0001,3,134,206,1.353418231099421,65.68903975371578,1.2645313476986078,1.6871840382154675e-05,8.247507285107435e-05
adaptive gamma,adaptive,0.0001,3,135,207,1.351303122060348,65.6869505097629,1.2673277649441836,1.687141194145406e-05,8.344717456886883e-05
adaptive gamma,adaptive,0.0001,3,136,208,1.3486607136675566,65.68434162317047,0.9736560239394241,1.6870478954165756e-05,8.491642941035612e-05
adaptive gamma,adaptive,0.0001,3,137,209,1.3443575927797646,65.68009289707457,1.745222868303254,1.6869171256528426e-05,8.792268246547015e-05
adaptive gamma,adaptive,0.0001,3,138,210,1.343116481534494,65.67886718443621,1.0973290234764597,1.6867692941809933e-05,8.843039540706781e-05
adaptive gamma,adaptive,0.0001,3,139,211,1.3402329395466068,65.67602101489393,1.1342128545939338,1.6867191452875597e-05,9.010182297124738e-05
adaptive gamma,adaptive,0.0001,3,140,212,1.3373871045525338,65.67321259157403,1.1692170724622564,1.6866630939600236e-05,9.177996799743652e-05
adaptive gamma,adaptive,0.0001,3,141,213,1.3343377374501157,65.67020389021589,1.0531716594289335,1.686580418928724e-05,9.371669066186821e-05
adaptive gamma,adaptive,0.0001,3,142,214,1.3307519126882141,65.66666632650842,0.7505767191357866,1.6864977256341747e-05,9.622227533443625e-05
adaptive gamma,adaptive,0.0001,3,143,215,1.326020847108672,65.662000695902,1.0229881334292512,1.6864338078427663e-05,9.988447828407804e-05
adaptive gamma,adaptive,0.0001,3,144,216,1.3225306574469486,65.65855863121216,0.8285350066823067,1.6863748819288668e-05,0.00010233204015160168
adaptive gamma,adaptive,0.0001,3,145,217,1.3180299162623086,65.65412159848412,1.0862252412722848,1.686310492294765e-05,0.0001058968911423214
adaptive gamma,adaptive,0.0001,3,146,218,1.3142780584956983,65.65042224749642,1.3845795038231747,1.686220385065589e-05,0.00010879842963621675
adaptive gamma,adaptive,0.0001,3,147,219,1.3118761780043486,65.64805350673419,1.3104286867563193,1.6861353781607654e-05,0.00011035046828722226
adaptive gamma,adaptive,0.0001,3,148,220,1.308976692176463,65.64519598755557,1.1612990158065122,1.6860287669366475e-05,0.00011242329915242632
adaptive gamma,adaptive,0.0001,3,149,221,1.3055626417755013,65.64183103849082,1.2346434253186305,1.685944317738391e-05,0.00011507352501225276
adaptive gamma,adaptive,0.0001,3,150,222,1.3018239761513455,65.63814677542902,2.076319290278032,1.6857879114650506e-05,0.00011810421072335247
adaptive gamma,adaptive,0.0001,3,151,223,1.3012500907416304,65.63758034757463,1.4622361372794221,1.6855139808729437e-05,0.00011825634239221525
adaptive gamma,adaptive,0.0001,3,152,224,1.2988021541653803,65.6351683297452,1.7528716825801332,1.6853878746731888e-05,0.00012001564069349429
adaptive gamma,adaptive,0.0001,3,153,225,1.2970508083657053,65.63344241613082,1.5804867083083298,1.6851449808882326e-05,0.00012105019303714325
adaptive gamma,adaptive,0.0001,3,154,226,1.2949569205712879,65.63137956402817,0.5004705995792254,1.6849959150912832e-05,0.00012246512104223135
adaptive gamma,adaptive,0.0001,3,155,227,1.289187370612799,65.62570073983782,1.1533762667875087,1.684952242279618e-05,0.00012732257368367264
adaptive gamma,adaptive,0.0001,3,156,228,1.2862489727271442,65.62280737008751,1.0872602909182416,1.6849085734657594e-05,0.0001295003063472155
adaptive gamma,adaptive,0.0001,3,157,229,1.282655976661352,65.61927124308785,1.3621239874281066,1.684848435425937e-05,0.00013241379456442595
adaptive gamma,adaptive,0.0001,3,158,230,1.279474701872684,65.61613915715769,0.9252738562782116,1.6847090232338955e-05,0.00013510917100722282
adaptive gamma,adaptive,0.0001,3,159,231,1.2745421007971758,65.61128553358294,1.875521303577671,1.684625511673583e-05,0.0001400101830394907
adaptive gamma,adaptive,0.0001,3,160,232,1.2733794897188586,65.61014045046733,0.8030696708041257,1.6844194454516786e-05,0.00014068759171988602
adaptive gamma,adaptive,0.0001,3,161,233,1.2681361691782123,65.60498456159837,1.8374482786646356,1.6843563225547413e-05,0.00014564313697315698
adaptive gamma,adaptive,0.0001,3,162,234,1.2674285821169957,65.60428703850869,1.382240495709376,1.684269331503905e-05,0.0001459608564205422
adaptive gamma,adaptive,0.0001,3,163,235,1.2640672454616722,65.60098073160482,1.279315487102546,1.6841077519236398e-05,0.0001490562937792131
adaptive gamma,adaptive,0.0001,3,164,236,1.26032887376773,65.59730379768149,1.2240184777205427,1.683976862035747e-05,0.0001527080750404737
adaptive gamma,adaptive,0.0001,3,165,237,1.2568197553668186,65.59385258157465,1.0621154622115656,1.6838967117023516e-05,0.00015607974846316045
adaptive gamma,adaptive,0.0001,3,166,238,1.252271827948203,65.58938304508148,1.180859697840852,1.6838082009241805e-05,0.00016075511800522793
adaptive gamma,adaptive,0.0001,3,167,239,1.2476710462533493,65.58486057837149,1.0394915753172322,1.6836633742614135e-05,0.00016575061529720212
adaptive gamma,adaptive,0.0001,3,168,240,1.242592973383112,65.57987023836667,1.3661068223405601,1.683559240597026e-05,0.0001715589879717578
adaptive gamma,adaptive,0.0001,3,169,241,1.2390239119623199,65.57636415466764,1.5367620326857017,1.6834180867443176e-05,0.0001752898419037108
adaptive gamma,adaptive,0.0001,3,170,242,1.2361061953567252,65.57349725725452,0.9397069635925257,1.6832345230994438e-05,0.00017821040260056496
adaptive gamma,adaptive,0.0001,3,171,243,1.230464554799574,65.56795913527642,0.9954614470306818,1.6831431457237022e-05,0.00018486716904079941
adaptive gamma,adaptive,0.0001,3,172,244,1.2249574145814506,65.56255225410776,1.7970566886790489,1.6830458144424406e-05,0.00019180439713892698
adaptive gamma,adaptive,0.0001,3,173,245,1.2243005934791276,65.56190536270536,1.5184931869367033,1.6829878544946862e-05,0.00019213272121312028
adaptive gamma,adaptive,0.0001,3,174,246,1.2214894020540767,65.55914482761982,1.180278429959923,1.6828513349905945e-05,0.00019517529940311757
adaptive gamma,adaptive,0.0001,3,175,247,1.2167184263802813,65.55446283175283,1.1136160560600032,1.6827303180670127e-05,0.00020119844836091684
adaptive gamma,adaptive,0.0001,3,176,248,1.2119105990604349,65.54974703789632,1.704264243894164,1.6826408490970614e-05,0.00020714431892320914
adaptive gamma,adaptive,0.0001,3,177,249,1.2098512154318881,65.54772580556094,1.3951185698575852,1.682477118228349e-05,0.00020925293709662027
adaptive gamma,adaptive,0.0001,3,178,250,1.206003869931941,65.5439513689343,1.3615635157559964,1.6823232399018562e-05,0.00021404928124089088
adaptive gamma,adaptive,0.0001,3,179,251,1.2027793682418049,65.54078892685516,1.3212885404826693,1.6822450265941068e-05,0.0002178871786356912
adaptive gamma,adaptive,0.0001,3,180,252,1.1988473618233755,65.53693339201484,1.5709626810327668,1.6821359727197093e-05,0.0002229729503686533
adaptive gamma,adaptive,0.0001,3,181,253,1.1954783051599889,65.53362981419374,1.0606190962120394,1.6818954551636482e-05,0.0002270447050844846
adaptive gamma,adaptive,0.0001,3,182,254,1.1905965957648135,65.52884553908027,1.2339497125312886,1.6818282949382868e-05,0.00023367049448290217
adaptive gamma,adaptive,0.0001,3,183,255,1.1861063555408087,65.52444422518965,1.0504486204371526,1.6817288972995572e-05,0.00023992812627962988
adaptive gamma,adaptive,0.0001,3,184,256,1.1797591844716906,65.51822733382465,0.9433506907627347,1.6815983166175013e-05,0.0002497562642686872
adaptive gamma,adaptive,0.0001,3,185,257,1.1725058906133798,65.51112453419582,1.0079412555921288,1.681470316975443e-05,0.0002616451342899477
adaptive gamma,adaptive,0.0001,3,186,258,1.1656656601111464,65.50442972820254,1.8189736626293993,1.68134600293753e-05,0.00027308967263564484
adaptive gamma,adaptive,0.0001,3,187,259,1.163991797889264,65.50278972059466,0.9773370910770515,1.681167840268148e-05,0.00027511808932104105
adaptive gamma,adaptive,0.0001,3,188,260,1.1564455198863397,65.49540842554022,1.4257965631013436,1.68102570742048e-05,0.0002882899484345498
adaptive gamma,adaptive,0.0001,3,189,261,1.1524272475742403,65.49147667499308,1.2906470332340316,1.6808914890232376e-05,0.00029475220601338106
adaptive gamma,adaptive,0.0001,3,190,262,1.1478762302856036,65.48702648723388,0.8173534983148918,1.6807944493581825e-05,0.00030223110406189005
adaptive gamma,adaptive,0.0001,3,191,263,1.1390399877825923,65.47839136211856,1.5515883556713228,1.680672782988672e-05,0.00031923887451517133
adaptive gamma,adaptive,0.0001,3,192,264,1.1363156019284486,65.47572705964193,1.5432765265795987,1.6805812608444475e-05,0.0003236216098538921
adaptive gamma,adaptive,0.0001,3,193,265,1.1336077359379464,65.47307868637148,0.7911695940750554,1.680494052054271e-05,0.00032797975283766477
adaptive gamma,adaptive,0.0001,3,194,266,1.1245131354912852,65.46420009926025,1.510924736119629,1.680381984870105e-05,0.00034567750535466015
adaptive gamma,adaptive,0.0001,3,195,267,1.1199126076759576,65.45970749475562,1.4553209621501642,1.680145160040021e-05,0.0003541162297907744
adaptive gamma,adaptive,0.0001,3,196,268,1.1158851810565653,65.45577484127149,0.9498406911312348,1.680022274610936e-05,0.00036171305844569105
adaptive gamma,adaptive,0.0001,3,197,269,1.107722702540513,65.44781361429003,0.8995277773473014,1.6799078951923466e-05,0.00037836602917350025
adaptive gamma,adaptive,0.0001,3,198,270,1.0982764309933744,65.43860413654703,1.3552010140546809,1.6797645689061007e-05,0.0003995237031445883
adaptive gamma,adaptive,0.0001,3,199,271,1.0933295235280471,65.43378156667193,0.7000822698606741,1.679653143571601e-05,0.0004098495335669968
adaptive gamma,adaptive,1e-05,4,0,272,1.0829317637617728,7.517004108980466,1.0501959360352247,1.679544336436363e-05,0.0004335054501756682
adaptive gamma,adaptive,1e-05,4,1,273,1.0740164833634593,7.508112237005342,1.619269486852459,1.6793836125067454e-05,0.0004556495206912811
adaptive gamma,adaptive,1e-05,4,2,274,1.0706634787243547,7.504767916052796,1.1649919612291473,1.6792542786709162e-05,0.00046307519284564903
adaptive gamma,adaptive,1e-05,4,3,275,1.0628710241454005,7.496996589218364,1.3334519681756556,1.6791104196607748e-05,0.00048243762032459313
adaptive gamma,adaptive,1e-05,4,4,276,1.0556603152048532,7.489805660175348,0.17650153975496244,1.6788927844082567e-05,0.0005007875814612263
adaptive gamma,adaptive,1e-05,4,5,277,1.0373845293743258,7.4715828156695805,1.1987580263566973,1.6787188039039564e-05,0.0005494767807372844
adaptive gamma,adaptive,1e-05,4,6,278,1.028255399084697,7.462480349856277,0.5033731100486178,1.6785021946934683e-05,0.0005760353972383046
adaptive gamma,adaptive,1e-05,4,7,279,1.0125716098810114,7.446844538043502,1.4489065943107866,1.678333879207687e-05,0.000622092913576809
adaptive gamma,adaptive,1e-05,4,8,280,1.0073901313797222,7.441678772508998,1.0614437499718938,1.6782209046417593e-05,0.0006373127031257228
adaptive gamma,adaptive,1e-05,4,9,281,0.9971940260449449,7.4315144919681835,1.012132532088521,1.6780573712328514e-05,0.0006711083047741419
adaptive gamma,adaptive,1e-05,4,10,282,0.9842632927738685,7.418625451061053,1.4521562153664214,1.6777873831817413e-05,0.0007163245897201529
adaptive gamma,adaptive,1e-05,4,11,283,0.9800738330523754,7.414449250022718,0.2402593728943187,1.6777134080479394e-05,0.000729681444327514
adaptive gamma,adaptive,1e-05,4,12,284,0.9569371821491827,7.391391794627267,0.6090043807102441,1.677443125576131e-05,0.0008183512473953829
adaptive gamma,adaptive,1e-05,4,13,285,0.9398345525588833,7.374350150432664,1.0890156455723783,1.6772344397612304e-05,0.0008862835810596488
adaptive gamma,adaptive,1e-05,4,14,286,0.9276842647551945,7.362244159878593,0.12270154513640213,1.677019499048807e-05,0.00093832870008965
adaptive gamma,adaptive,1e-05,4,15,287,0.9001462678027937,7.334812764988778,0.9207760411503422,1.6766775201337745e-05,0.0010613804700630816
adaptive gamma,adaptive,1e-05,4,16,288,0.8842181172889593,7.3189489018755,1.461771001426493,1.6764176051268345e-05,0.0011352863450395923
adaptive gamma,adaptive,1e-05,4,17,289,0.8762582064536983,7.3110213650892275,0.5789048267574647,1.6762137557889744e-05,0.0011741283686027481
adaptive gamma,adaptive,1e-05,4,18,290,0.854189488411735,7.289047265788437,1.6881727169300775,1.675884679905631e-05,0.0012887456973170494
adaptive gamma,adaptive,1e-05,4,19,291,0.8481428040622598,7.283026502244627,1.2291706673422294,1.6756141121734243e-05,0.0013206273000397012
adaptive gamma,adaptive,1e-05,4,20,292,0.8367595406046322,7.271693724826561,0.5502847365645176,1.675391223159882e-05,0.0013855506199189971
adaptive gamma,adaptive,1e-05,4,21,293,0.8124128826689644,7.247460650194301,0.21525636241875373,1.674991949860905e-05,0.0015364225127848293
adaptive gamma,adaptive,1e-05,4,22,294,0.7823643267087811,7.217561472278504,0.3136042877446603,1.6745219985077283e-05,0.0017317625161810562
adaptive gamma,adaptive,1e-05,4,23,295,0.7535485196503887,7.188897896072397,0.8533177752373355,1.6740414149097096e-05,0.0019435830215106809
adaptive gamma,adaptive,1e-05,4,24,296,0.7345752368055559,7.17002998352357,0.1678035613734851,1.6736803207297243e-05,0.0020855472106846087
adaptive gamma,adaptive,1e-05,4,25,297,0.7021588368438751,7.1378043649992025,1.3897955860375697,1.6730832781790356e-05,0.0023643940875222973
adaptive gamma,adaptive,1e-05,4,26,298,0.6900840775163954,7.125803296692627,0.7791623842838525,1.6726788757057266e-05,0.002470524297846017
adaptive gamma,adaptive,1e-05,4,27,299,0.6713022436338666,7.107140853073278,-0.3109260008692093,1.672304828634238e-05,0.0026425299244171117
adaptive gamma,adaptive,1e-05,4,28,300,0.629723667506275,7.065846296341183,1.3106281644987847,1.671425006490866e-05,0.003086014782673448
adaptive gamma,adaptive,1e-05,4,29,301,0.6193067781368339,7.055503344939225,1.640397302230877,1.6711441893026148e-05,0.00319925838011272
adaptive gamma,adaptive,1e-05,4,30,302,0.6148377642752793,7.051065454462154,-0.11525892353127781,1.670992554853841e-05,0.003246371810688101
adaptive gamma,adaptive,1e-05,4,31,303,0.5807038187993215,7.017193243832173,1.412758690927619,1.6701901806786878e-05,0.0036554670468074003
adaptive gamma,adaptive,1e-05,4,32,304,0.5714645129547321,7.0080267740831355,-0.36068714504022126,1.6698709458074233e-05,0.003767868615126572
adaptive gamma,adaptive,1e-05,4,33,305,0.5362846883421031,6.973144529659985,-0.5108914809150356,1.6689623819255694e-05,0.004241797201480823
adaptive gamma,adaptive,1e-05,4,34,306,0.5035380235415138,6.940697195859316,-0.9690685551448109,1.6680879625091386e-05,0.00470749819748832
adaptive gamma,adaptive,1e-05,4,35,307,0.467786736418977,6.905299361832533,1.177633137799919,1.667050881804999e-05,0.005274392859176251
adaptive gamma,adaptive,1e-05,4,36,308,0.457254461584542,6.894874819469779,-0.16902445518704856,1.666582306834552e-05,0.0054497163341518445
adaptive gamma,adaptive,1e-05,4,37,309,0.433454235122874,6.871331680817589,1.8175188083244262,1.6657647162640544e-05,0.005869899766736806
adaptive gamma,adaptive,1e-05,4,38,310,0.4300898530594556,6.868002162787112,-1.0083816054677022,1.665427235291569e-05,0.005925886829105944
adaptive gamma,adaptive,1e-05,4,39,311,0.40263635016469734,6.8408668718906265,0.18790091433728973,1.6645210577695147e-05,0.006419281878254271
adaptive gamma,adaptive,1e-05,4,40,312,0.38616073872301054,6.824590810364943,-0.0876192317421588,1.6638741410096408e-05,0.006742122303385594
adaptive gamma,adaptive,1e-05,4,41,313,0.36888165233741255,6.807529794661587,1.0003234374032055,1.6632057143082742e-05,0.0070912524341435555
adaptive gamma,adaptive,1e-05,4,42,314,0.36064190363779997,6.7993950886522345,1.7369123207101504,1.662834384509893e-05,0.007265582517641716
adaptive gamma,adaptive,1e-05,4,43,315,0.35787639563240886,6.796662908419504,0.26271195564353556,1.6625836847305188e-05,0.007319482522954254
adaptive gamma,adaptive,1e-05,4,44,316,0.34441058570196154,6.783376821305798,-0.11748841360332585,1.6620046083015716e-05,0.007619810619046473
adaptive gamma,adaptive,1e-05,4,45,317,0.329417911550152,6.768591973692043,-0.686659342689847,1.661352455925547e-05,0.007957716818327172
adaptive gamma,adaptive,1e-05,4,46,318,0.31230464407699476,6.751725817292365,0.03875437894576929,1.6606357371532208e-05,0.00835939045167264
adaptive gamma,adaptive,1e-05,4,47,319,0.29955667789888235,6.739167812219407,0.11952181583482618,1.6599648800810092e-05,0.008679926610597402
adaptive gamma,adaptive,1e-05,4,48,320,0.28864016621108285,6.728417891424959,-0.06942082616489842,1.6594664350710238e-05,0.008953528588878688
adaptive gamma,adaptive,1e-05,4,49,321,0.2769727741480536,6.716934116424727,-0.5697953411226782,1.6588824541703657e-05,0.009260678177532974
adaptive gamma,adaptive,1e-05,4,50,322,0.26369438539694784,6.703872060172136,0.10712881256267723,1.65821742973265e-05,0.009621765565356348
adaptive gamma,adaptive,1e-05,4,51,323,0.2539476413285046,6.694287442047797,0.3742928940363076,1.6576868903175155e-05,0.00989613604508158
adaptive gamma,adaptive,1e-05,4,52,324,0.24619689746592796,6.686667219006103,-0.8936331629356082,1.657291826431364e-05,0.010110883095383643
adaptive gamma,adaptive,1e-05,4,53,325,0.233307247319608,6.6740045345389785,0.8524855916238023,1.65656758657701e-05,0.010496813994600606
adaptive gamma,adaptive,1e-05,4,54,326,0.22788424158979295,6.668676157927569,0.8280228574285602,1.6562074788286707e-05,0.010655889151244572
adaptive gamma,adaptive,1e-05,4,55,327,0.2229659432120916,6.66384389575682,0.26343646108936514,1.65593973202212e-05,0.010796993813890711
adaptive gamma,adaptive,1e-05,4,56,328,0.21555460222173825,6.656567623565157,0.4493888400888817,1.6554831138641917e-05,0.01102408927094484
adaptive gamma,adaptive,1e-05,4,57,329,0.2091545649359642,6.650285591395098,0.08425778988956178,1.6550868988500606e-05,0.011216519903464908
adaptive gamma,adaptive,1e-05,4,58,330,0.2016723237080846,6.642944810326224,-1.1686209764741269,1.654627465740641e-05,0.011446394733106427
adaptive gamma,adaptive,1e-05,4,59,331,0.19066701765733055,6.632155235156836,0.19936087001299105,1.6540142582933037e-05,0.01179051451904701
adaptive gamma,adaptive,1e-05,4,60,332,0.18398321502601808,6.6256035317915805,0.9835798900019597,1.6534891346860007e-05,0.012013384286090051
adaptive gamma,adaptive,1e-05,4,61,333,0.17999771848171864,6.621695424626564,0.5776809872641582,1.6531327993528945e-05,0.012140733874824861
adaptive gamma,adaptive,1e-05,4,62,334,0.17510121546501078,6.616896076720081,-1.5845652213407826,1.6528222194155685e-05,0.012301801207424258
adaptive gamma,adaptive,1e-05,4,63,335,0.16456334307552797,6.60657960386901,0.0334401607839091,1.6521766526605573e-05,0.01266765215120044
adaptive gamma,adaptive,1e-05,4,64,336,0.15840123676578516,6.60054731537018,-0.9821750777076375,1.651736354698593e-05,0.012885975977501017
adaptive gamma,adaptive,1e-05,4,65,337,0.15006181671046454,6.592389586900766,-1.396462099972431,1.65115875305344e-05,0.013192349945271622
adaptive gamma,adaptive,1e-05,4,66,338,0.14124148827323393,6.583766397893734,1.2539457088952115,1.650559052094514e-05,0.013523964312244426
adaptive gamma,adaptive,1e-05,4,67,339,0.13889542745343555,6.581468504205032,-0.5897079073898417,1.65033842781349e-05,0.0136042708334207
adaptive gamma,adaptive,1e-05,4,68,340,0.13216372727027664,6.574890026682561,-0.6343078249041291,1.6498077759675073e-05,0.013862739442935028
adaptive gamma,adaptive,1e-05,4,69,341,0.1256160762743308,6.568493867795705,0.7141804968986838,1.649312600949514e-05,0.014115716772460435
adaptive gamma,adaptive,1e-05,4,70,342,0.12216837388850046,6.56512330060794,0.7949936131915791,1.649047804338435e-05,0.014244444245294486
adaptive gamma,adaptive,1e-05,4,71,343,0.11893174075335271,6.561959323873211,0.7939211698501213,1.6487871153538907e-05,0.014366749336023738
adaptive gamma,adaptive,1e-05,4,72,344,0.11563769796770208,6.558740316471795,-1.1566714436243284,1.648451691297331e-05,0.01449047321108519
adaptive gamma,adaptive,1e-05,4,73,345,0.10863003291257035,6.551903296519738,-0.5237786716169937,1.647899746083151e-05,0.014782431762221182
adaptive gamma,adaptive,1e-05,4,74,346,0.1030062004884474,6.546416824111295,0.8788383045798496,1.647482985093007e-05,0.015006624188944061
adaptive gamma,adaptive,1e-05,4,75,347,0.1000868702863713,6.543566228458968,0.6114998926217442,1.64711597998385e-05,0.015121170263894233
adaptive gamma,adaptive,1e-05,4,76,348,0.09679929762617577,6.54035749597622,1.2833990976603618,1.6468207835737687e-05,0.015250044518126846
